"RANK","Nom Unité Opérationnelle","Identifiant GED","Site CEC","Service","Fournisseur","Blocage","Chef de projet","Entité","CA","Num commande","Montant de la commande/Appel de cde","Montant des réceptions","Montant des factures","Montant mise à disposition","Numéro Facture","Montant Facture TTC (DEVISE)","Devise Facture","Type","Acheteur","Type d'achat PO","Intervenant","Nombre de jours à l'échéance","Échéance"
"512","OCP_61311:17298","CDS30403_0210_59036","Port Jorf","JORF B","Fournisseur Y","XX","XX","512","512","@700576","61609900","11239100","12361300","54922600","=_1263357","21298300","USD","F étrangers","SAMAR.8939","M - marché","SPOC","41","Echue dans 60 jours"
"513","JF8_16615:65278","330_0003_565665","Port Jorf","JORF Z","Fournisseur Z","XX","XX","513","513","C1631464","8539860","2639020","6807030","4598730","?_2239413","1653440","EUR","F étrangers","RIYAHI.8596","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","53","Echue dans 60 jours"
"514","OCP_65642:49215","30_0003_500572","Port Jorf","JORF B","Fournisseur A","XX","XX","514","514","<2366386","93323100","551031","698945","73717800","D_831248","29013600","MAD","F locaux","KARAMI.5949","E - Equipement","SPOC","52","Echue dans 60 jours"
"515","OCP_88295:86797","0921_0090_33254466","Port Jorf","JORF Z","Fournisseur B","XX","XX","515","515","?2853436","38048800","13950500","14034000","22146800","=_6237305","2356630","MAD","F locaux","HASSAN.3384","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","49","Echue dans 60 jours"
"516","OCP_32074:18344","322_0117_561358703","Port Jorf","JORF B","Fournisseur C","XX","XX","516","516","F5443950","59680600","1332350","24298800","19023300","A_4745056","1556640","MAD","F locaux","RABII.939","S - stocks","SPOC","31","Echue dans 60 jours"
"521","OCP_94098:84778","T_375766_84684494","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","?5612166","94324700","3062820","9200640","31749700","=_6026933","15700600","MAD","F locaux","KANFAOUI.107","S - stocks","Litige","-6","Echue"
"522","JF8_87990:93033","CDS30403_0210_59037","Port Jorf","JORF B","Fournisseur Y","XX","XX","522","522","<724033","81088400","5495310","12392200","18241900","B_2952312","16425200","EUR","F étrangers","SAMAR.8940","M - marché","SPOC","6","Echue dans 7 jours"
"523","OCP_88068:62351","330_0003_565666","Port Jorf","JORF Z","Fournisseur Z","XX","XX","523","523","E2657694","61083800","4713220","4829680","34781100","C_5516677","28367700","EUR","F étrangers","RIYAHI.8597","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-13","Echue"
"524","OCP_35648:72289","30_0003_500573","Port Jorf","JORF B","Fournisseur A","XX","XX","524","524","B4550519","34953500","3075380","10150900","870680","D_6428998","264846","MAD","F locaux","KARAMI.5950","E - Equipement","SPOC","27","Echue dans 30 jours"
"525","JF8_31455:67627","0921_0090_33254467","Port Jorf","JORF Z","Fournisseur B","XX","XX","525","525","@1361509","68088600","9928800","20799800","32854000","C_4519384","29278900","MAD","F locaux","HASSAN.3385","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","27","Echue dans 30 jours"
"526","JF8_4100:44026","322_0117_561358704","Port Jorf","JORF B","Fournisseur C","XX","XX","526","526","B1855224","84084600","28409900","63521800","47838900","C_4848862","26293300","MAD","F locaux","RABII.940","S - stocks","SPOC","-5","Echue"
"531","JF8_15312:19566","B_25487_66110565","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","C736406","41950700","1369480","25485400","1461800","A_808936","1122650","MAD","F locaux","KANFAOUI.108","S - stocks","Litige","43","Echue dans 60 jours"
"532","JF8_62929:10485","CDS30403_0210_59038","Port Jorf","JORF B","Fournisseur Y","XX","XX","532","532","@1309465","5720390","1755670","1958290","1915930","=_6201596","1812350","USD","F étrangers","SAMAR.8941","M - marché","SPOC","-7","Echue"
"533","OCP_83501:65982","330_0003_565667","Port Jorf","JORF Z","Fournisseur Z","XX","XX","533","533","A5456422","44180800","230311","14407300","29481400","B_3089551","13710600","EUR","F étrangers","RIYAHI.8598","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","14","Echue dans 30 jours"
"534","JF8_62725:18954","30_0003_500574","Port Jorf","JORF B","Fournisseur A","XX","XX","534","534","D3480843","268699","131398","242826","88689","B_475986","73049","MAD","F locaux","KARAMI.5951","E - Equipement","SPOC","51","Echue dans 60 jours"
"535","OCP_80430:1674","0921_0090_33254468","Port Jorf","JORF Z","Fournisseur B","XX","XX","535","535","A1385415","61211900","9977600","37596600","51830700","B_4327865","28379100","MAD","F locaux","HASSAN.3386","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","48","Echue dans 60 jours"
"536","JF8_2755:62821","322_0117_561358705","Port Jorf","JORF B","Fournisseur C","XX","XX","536","536","A1539616","92507100","23697600","64429800","28380800","=_4238114","24912800","MAD","F locaux","RABII.941","S - stocks","SPOC","60","Echue dans 60 jours"
"541","JF8_83850:4619","D_163638_84635562","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","F4839820","56949300","17412600","22857500","14935600","@_3157580","4848220","MAD","F locaux","KANFAOUI.109","S - stocks","Litige","25","Echue dans 30 jours"
"542","OCP_26969:58453","CDS30403_0210_59039","Port Jorf","JORF B","Fournisseur Y","XX","XX","542","542","F317360","29473100","13116000","19694700","1863100","F_5595596","737410","USD","F étrangers","SAMAR.8942","M - marché","SPOC","34","Echue dans 60 jours"
"543","OCP_21414:57516","330_0003_565668","Port Jorf","JORF Z","Fournisseur Z","XX","XX","543","543","D1077256","24596400","5352050","8148980","16716200",">_4492453","16073900","USD","F étrangers","RIYAHI.8599","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","42","Echue dans 60 jours"
"544","JF8_82940:91302","30_0003_500575","Port Jorf","JORF B","Fournisseur A","XX","XX","544","544","@1618924","73769400","18286300","21397500","42097600","E_4309153","10311400","MAD","F locaux","KARAMI.5952","E - Equipement","SPOC","17","Echue dans 30 jours"
"545","OCP_53935:4029","0921_0090_33254469","Port Jorf","JORF Z","Fournisseur B","XX","XX","545","545","A5233960","43528800","23823800","40762900","28907800","D_3761288","28270500","MAD","F locaux","HASSAN.3387","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-15","Echue"
"546","JF8_75712:31564","322_0117_561358706","Port Jorf","JORF B","Fournisseur C","XX","XX","546","546","E547187","28316900","8092060","19838200","6911620","=_2133290","875479","MAD","F locaux","RABII.942","S - stocks","SPOC","45","Echue dans 60 jours"
"551","OCP_88130:15301","J_854591_16446261","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","@76742","75910800","29437000","30999800","39151200","A_720067","8317420","MAD","F locaux","KANFAOUI.110","S - stocks","Litige","49","Echue dans 60 jours"
"552","OCP_27618:3286","CDS30403_0210_59040","Port Jorf","JORF B","Fournisseur Y","XX","XX","552","552",">842799","89738800","60538400","69273700","25959900","?_5475761","28408","USD","F étrangers","SAMAR.8943","M - marché","SPOC","53","Echue dans 60 jours"
"553","OCP_32038:55808","330_0003_565669","Port Jorf","JORF Z","Fournisseur Z","XX","XX","553","553","E2011789","38644200","2315340","2642640","16962300","=_3830667","10128500","EUR","F étrangers","RIYAHI.8600","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","34","Echue dans 60 jours"
"554","JF8_43408:68873","30_0003_500576","Port Jorf","JORF B","Fournisseur A","XX","XX","554","554","A4519630","87393500","3566210","4989760","13050200","@_3113246","154022","MAD","F locaux","KARAMI.5953","E - Equipement","SPOC","44","Echue dans 60 jours"
"555","JF8_36654:15316","0921_0090_33254470","Port Jorf","JORF Z","Fournisseur B","XX","XX","555","555","C2251621","73003800","14063900","22916100","15519800","<_5542471","680349","MAD","F locaux","HASSAN.3388","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","14","Echue dans 30 jours"
"556","JF8_84508:42346","322_0117_561358707","Port Jorf","JORF B","Fournisseur C","XX","XX","556","556","F2491639","79141800","5477140","73718200","74608700","C_355929","70461300","MAD","F locaux","RABII.943","S - stocks","SPOC","50","Echue dans 60 jours"
"561","JF8_57135:42682","N_467705_35323336","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","?2853808","61607300","200732","2781060","56301700","@_5596124","7295920","MAD","F locaux","KANFAOUI.111","S - stocks","Litige","48","Echue dans 60 jours"
"562","OCP_64614:66456","CDS30403_0210_59041","Port Jorf","JORF B","Fournisseur Y","XX","XX","562","562","A770399","11184900","806680","1866130","5613380","@_1328678","4742700","EUR","F étrangers","SAMAR.8944","M - marché","SPOC","-13","Echue"
"563","OCP_80709:7655","330_0003_565670","Port Jorf","JORF Z","Fournisseur Z","XX","XX","563","563","A657626","481547","336562","442465","144093",">_4235376","38766","EUR","F étrangers","RIYAHI.8601","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-2","Echue"
"564","JF8_30687:93926","30_0003_500577","Port Jorf","JORF B","Fournisseur A","XX","XX","564","564","<5127487","59049400","3110260","3955540","16231600","?_3991713","10077000","MAD","F locaux","KARAMI.5954","E - Equipement","SPOC","28","Echue dans 30 jours"
"565","OCP_21210:4419","0921_0090_33254471","Port Jorf","JORF Z","Fournisseur B","XX","XX","565","565","=3531764","4829650","208062","287600","1064970","F_2328275","38899","MAD","F locaux","HASSAN.3389","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","35","Echue dans 60 jours"
"566","OCP_51409:31994","322_0117_561358708","Port Jorf","JORF B","Fournisseur C","XX","XX","566","566","<1573510","60197900","35070600","46653400","9152580","@_3119394","8755260","MAD","F locaux","RABII.944","S - stocks","SPOC","-13","Echue"
"571","JF8_67882:14894",">_773109_43491027","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","C2985003","28569000","5137970","23470400","19716300","<_6621395","13670400","MAD","F locaux","KANFAOUI.112","S - stocks","Litige","-10","Echue"
"572","OCP_36205:91115","CDS30403_0210_59042","Port Jorf","JORF B","Fournisseur Y","XX","XX","572","572",">3460107","42017800","10782400","17231600","2964740","E_2079297","2717370","EUR","F étrangers","SAMAR.8945","M - marché","SPOC","13","Echue dans 30 jours"
"573","JF8_92097:82771","330_0003_565671","Port Jorf","JORF Z","Fournisseur Z","XX","XX","573","573","@3168818","71896500","36379800","58238000","64344900","@_1267837","56851700","EUR","F étrangers","RIYAHI.8602","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","56","Echue dans 60 jours"
"574","JF8_37318:92630","30_0003_500578","Port Jorf","JORF B","Fournisseur A","XX","XX","574","574","D6409905","86116400","8259480","39080300","9457480","<_4578659","1254050","MAD","F locaux","KARAMI.5955","E - Equipement","SPOC","5","Echue dans 7 jours"
"575","JF8_62780:45729","0921_0090_33254472","Port Jorf","JORF Z","Fournisseur B","XX","XX","575","575","=144833","74808200","10915100","46789400","45392300","C_895576","26686100","MAD","F locaux","HASSAN.3390","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-13","Echue"
"576","OCP_79313:7229","322_0117_561358709","Port Jorf","JORF B","Fournisseur C","XX","XX","576","576","D440701","54485500","15666000","25076100","3602330","@_2818784","3534940","MAD","F locaux","RABII.945","S - stocks","SPOC","60","Echue dans 60 jours"
"581","JF8_82459:61424","H_335947_22250321","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","=5531254","7439060","572779","1458580","3040060","@_2848032","1859230","MAD","F locaux","KANFAOUI.113","S - stocks","Litige","9","Echue dans 30 jours"
"582","JF8_90903:9428","CDS30403_0210_59043","Port Jorf","JORF B","Fournisseur Y","XX","XX","582","582","D1490795","69792500","5197170","33132100","14817600","<_2075072","2921100","EUR","F étrangers","SAMAR.8946","M - marché","SPOC","-15","Echue"
"583","OCP_96840:30625","330_0003_565672","Port Jorf","JORF Z","Fournisseur A","XX","XX","583","583","B4085549","86816300","6488250","74544600","83688900","B_2422562","32152700","EUR","F étrangers","RIYAHI.8603","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","2","Echue dans 7 jours"
"584","JF8_58410:84526","30_0003_500579","Port Jorf","JORF B","Fournisseur A","XX","XX","584","584","<5067066","27049300","447197","685597","22808600","@_6150460","15808800","MAD","F locaux","KARAMI.5956","E - Equipement","SPOC","55","Echue dans 60 jours"
"585","JF8_30242:95799","0921_0090_33254473","Port Jorf","JORF Z","Fournisseur B","XX","XX","585","585","D2214005","90183900","58146600","85676200","63441100","?_5625524","9108220","MAD","F locaux","HASSAN.3391","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-17","Echue"
"586","JF8_88210:32701","322_0117_561358710","Port Jorf","JORF B","Fournisseur C","XX","XX","586","586","C686422","75046800","53988300","60834300","8573540","E_6365373","526475","MAD","F locaux","RABII.946","S - stocks","SPOC","55","Echue dans 60 jours"
"591","OCP_61194:12803","B_232788_17087030","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","D1508772","43200900","1458290","8557210","5406960","=_2747449","3505050","MAD","F locaux","KANFAOUI.114","S - stocks","Litige","34","Echue dans 60 jours"
"592","JF8_18405:22427","CDS30403_0210_59044","Port Jorf","JORF B","Fournisseur Y","XX","XX","592","592","?458547","58891400","30799600","38479700","50376800","A_699009","23271500","USD","F étrangers","SAMAR.8947","M - marché","SPOC","23","Echue dans 30 jours"
"593","JF8_97402:88105","330_0003_565673","Port Jorf","JORF Z","Fournisseur Z","XX","XX","593","593","=3432642","87054900","46454200","52980700","41375200","A_1303163","18563800","USD","F étrangers","RIYAHI.8604","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","16","Echue dans 30 jours"
"594","OCP_70638:91790","30_0003_500580","Port Jorf","JORF B","Fournisseur A","XX","XX","594","594","F3544296","38773200","11713100","19289100","10174700","B_4700185","3627230","MAD","F locaux","KARAMI.5957","E - Equipement","SPOC","14","Echue dans 30 jours"
"595","JF8_25075:51508","0921_0090_33254474","Port Jorf","JORF Z","Fournisseur B","XX","XX","595","595","B1058630","24984000","4326160","5722360","16607300","?_4981052","4442400","MAD","F locaux","HASSAN.3392","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","8","Echue dans 30 jours"
"596","OCP_62300:43461","322_0117_561358711","Port Jorf","JORF B","Fournisseur C","XX","XX","596","596","D6259130","79047800","7290930","64610600","7164840","D_6485861","175923","MAD","F locaux","RABII.947","S - stocks","SPOC","24","Echue dans 30 jours"
"601","OCP_73884:97671","V_87947_70311032","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","A6287591","94588500","48117300","53443100","75587200","?_4258595","59058900","MAD","F locaux","KANFAOUI.115","S - stocks","Litige","-1","Echue"
"602","OCP_3313:58143","CDS30403_0210_59045","Port Jorf","JORF B","Fournisseur Y","XX","XX","602","602","B1863556","73985500","46282000","55760900","33288700","F_2907136","12829700","EUR","F étrangers","SAMAR.8948","M - marché","SPOC","45","Echue dans 60 jours"
"603","JF8_97085:82984","330_0003_565674","Port Jorf","JORF Z","Fournisseur Z","XX","XX","603","603","B920666","17370400","7078660","7515880","13074200","C_3219869","11575300","EUR","F étrangers","RIYAHI.8605","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","53","Echue dans 60 jours"
"604","OCP_65498:46660","30_0003_500581","Port Jorf","JORF B","Fournisseur A","XX","XX","604","604","B1293485","83459000","11881400","23327400","40891000","=_351270","30582300","MAD","F locaux","KARAMI.5958","E - Equipement","SPOC","-7","Echue"
"605","JF8_88431:22948","0921_0090_33254475","Port Jorf","JORF Z","Fournisseur B","XX","XX","605","605",">5050757","73964400","11061400","57800200","1386170","C_1646503","602357","MAD","F locaux","HASSAN.3393","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","31","Echue dans 60 jours"
"606","OCP_39303:36208","322_0117_561358712","Port Jorf","JORF B","Fournisseur C","XX","XX","606","606","A403027","12981500","1684530","2729780","4854160","A_6262179","898478","MAD","F locaux","RABII.948","S - stocks","SPOC","46","Echue dans 60 jours"
"611","OCP_83620:31433","G_470996_59330545","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","?3994275","87462400","45552200","50529900","54598200","<_240578","35486200","MAD","F locaux","KANFAOUI.116","S - stocks","Litige","-17","Echue"
"612","JF8_55630:284","CDS30403_0210_59046","Port Jorf","JORF B","Fournisseur Y","XX","XX","612","612","@4603896","37936300","26300800","34312400","12184700","D_2076132","10984100","EUR","F étrangers","SAMAR.8949","M - marché","SPOC","31","Echue dans 60 jours"
"613","OCP_38903:92427","330_0003_565675","Port Jorf","JORF Z","Fournisseur Z","XX","XX","613","613","@6424978","58164800","3296550","4366450","26487900",">_1558320","4861690","USD","F étrangers","RIYAHI.8606","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","15","Echue dans 30 jours"
"614","JF8_56208:63659","30_0003_500582","Port Jorf","JORF B","Fournisseur A","XX","XX","614","614","=3451361","59012200","18545900","30974900","56428600","?_3490902","43460400","MAD","F locaux","KARAMI.5959","E - Equipement","SPOC","29","Echue dans 30 jours"
"615","JF8_96039:57385","0921_0090_33254476","Port Jorf","JORF Z","Fournisseur B","XX","XX","615","615","B3102875","49222300","6240760","14563300","3188710","B_5981022","2865430","MAD","F locaux","HASSAN.3394","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","60","Echue dans 60 jours"
"616","OCP_45500:45653","322_0117_561358713","Port Jorf","JORF B","Fournisseur C","XX","XX","616","616","E4881664","52097700","25733300","31382200","45951300","<_2094533","5504630","MAD","F locaux","RABII.949","S - stocks","SPOC","2","Echue dans 7 jours"
"621","OCP_4581:77926","L_617368_44281226","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing",">5664822","35540400","13190800","21384000","29150900","A_5956419","21696900","MAD","F locaux","KANFAOUI.117","S - stocks","Litige","28","Echue dans 30 jours"
"622","OCP_96945:29267","CDS30403_0210_59047","Port Jorf","JORF B","Fournisseur Y","XX","XX","622","622","=1972195","34408600","211944","9245270","33973800","E_4009322","3315810","USD","F étrangers","SAMAR.8950","M - marché","SPOC","28","Echue dans 30 jours"
"623","JF8_88759:24482","330_0003_565676","Port Jorf","JORF Z","Fournisseur Z","XX","XX","623","623","C4075346","27359300","2737870","3838150","18531800","A_3179965","13096100","USD","F étrangers","RIYAHI.8607","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-14","Echue"
"624","JF8_76997:81629","30_0003_500583","Port Jorf","JORF B","Fournisseur A","XX","XX","624","624","@5978561","82571000","29721600","58918600","3846060","B_5824890","592352","MAD","F locaux","KARAMI.5960","E - Equipement","SPOC","54","Echue dans 60 jours"
"625","OCP_92407:57715","0921_0090_33254477","Port Jorf","JORF Z","Fournisseur B","XX","XX","625","625","F4544012","86479900","4610450","4692170","81007900","?_6201390","59616400","MAD","F locaux","HASSAN.3395","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","33","Echue dans 60 jours"
"626","OCP_59265:53953","322_0117_561358714","Port Jorf","JORF B","Fournisseur C","XX","XX","626","626","B643774","80954600","5082510","8325410","49442200","D_2399170","43400100","MAD","F locaux","RABII.950","S - stocks","SPOC","39","Echue dans 60 jours"
"631","JF8_99752:13055","<_654282_85405100","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E2580039","29359000","23430100","28721800","21484600","<_4831471","8901900","MAD","F locaux","KANFAOUI.118","S - stocks","Litige","34","Echue dans 60 jours"
"632","OCP_87463:46379","CDS30403_0210_59048","Port Jorf","JORF B","Fournisseur Y","XX","XX","632","632","E1713125","95161400","1863250","24787500","31514500","C_3394205","13886200","EUR","F étrangers","SAMAR.8951","M - marché","SPOC","42","Echue dans 60 jours"
"633","JF8_83510:34272","330_0003_565677","Port Jorf","JORF Z","Fournisseur Z","XX","XX","633","633","A3479884","30718700","10147900","12404600","16186900","D_5608015","8847690","EUR","F étrangers","RIYAHI.8608","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","55","Echue dans 60 jours"
"634","OCP_73159:38170","30_0003_500584","Port Jorf","JORF B","Fournisseur A","XX","XX","634","634",">5879327","61743100","595042","2872080","41624600","B_762015","180859","MAD","F locaux","KARAMI.5961","E - Equipement","SPOC","49","Echue dans 60 jours"
"635","OCP_8874:27947","0921_0090_33254478","Port Jorf","JORF Z","Fournisseur B","XX","XX","635","635","<5400828","68080100","183901","284925","28948100","F_5358377","8900800","MAD","F locaux","HASSAN.3396","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-14","Echue"
"636","JF8_20299:3913","322_0117_561358715","Port Jorf","JORF B","Fournisseur C","XX","XX","636","636","A3689980","44248800","2893100","16431800","21270000","E_815842","10936700","MAD","F locaux","RABII.951","S - stocks","SPOC","13","Echue dans 30 jours"
"641","OCP_83443:32964","L_255318_46846045","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing",">1793800","87731400","11334200","41355100","56476500","D_4950804","55177900","MAD","F locaux","KANFAOUI.119","S - stocks","Litige","-13","Echue"
"642","OCP_82815:89654","CDS30403_0210_59049","Port Jorf","JORF B","Fournisseur Y","XX","XX","642","642","=3413790","39779000","24610800","35142100","31746600","=_4757451","2235160","USD","F étrangers","SAMAR.8952","M - marché","SPOC","60","Echue dans 60 jours"
"643","JF8_70057:259","330_0003_565678","Port Jorf","JORF Z","Fournisseur Z","XX","XX","643","643",">3336554","80014400","6108790","36275700","63743500","A_4754651","60758800","EUR","F étrangers","RIYAHI.8609","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","8","Echue dans 30 jours"
"644","OCP_21109:71765","30_0003_500585","Port Jorf","JORF B","Fournisseur A","XX","XX","644","644","F572604","65080000","12029000","58215500","2877880","B_5050440","1340500","MAD","F locaux","KARAMI.5962","E - Equipement","SPOC","27","Echue dans 30 jours"
"645","OCP_38799:53409","0921_0090_33254479","Port Jorf","JORF Z","Fournisseur B","XX","XX","645","645","A4655154","84121000","21920600","27834900","74593300","D_2235769","57586300","MAD","F locaux","HASSAN.3397","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","8","Echue dans 30 jours"
"646","OCP_76047:7899","322_0117_561358716","Port Jorf","JORF B","Fournisseur C","XX","XX","646","646","=861866","43541400","3125100","20603100","7249760",">_1500948","4224300","MAD","F locaux","RABII.952","S - stocks","SPOC","45","Echue dans 60 jours"
"651","OCP_1266:77069","C_333889_97079443","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","B2677463","10918800","7055180","9937680","1632420","@_2855856","965293","MAD","F locaux","KANFAOUI.120","S - stocks","Litige","20","Echue dans 30 jours"
"652","JF8_99499:81830","CDS30403_0210_59050","Port Jorf","JORF B","Fournisseur Y","XX","XX","652","652","=1338174","36421500","10698700","18107300","344046","C_3804868","184605","EUR","F étrangers","SAMAR.8953","M - marché","SPOC","-17","Echue"
"653","OCP_75331:45050","330_0003_565679","Port Jorf","JORF Z","Fournisseur Z","XX","XX","653","653","F5718910","15463700","315984","14290900","4222840","=_1993656","1800910","USD","F étrangers","RIYAHI.8610","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","43","Echue dans 60 jours"
"654","OCP_41118:90108","30_0003_500586","Port Jorf","JORF B","Fournisseur A","XX","XX","654","654","@4052121","50526700","583232","13955000","12087500","<_20759","1461190","MAD","F locaux","KARAMI.5963","E - Equipement","SPOC","-15","Echue"
"655","OCP_70136:66044","0921_0090_33254480","Port Jorf","JORF Z","Fournisseur B","XX","XX","655","655","<3380005","59602900","42224800","56850300","46421100","E_6143533","43616400","MAD","F locaux","HASSAN.3398","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","48","Echue dans 60 jours"
"656","OCP_20037:30208","322_0117_561358717","Port Jorf","JORF B","Fournisseur C","XX","XX","656","656","@101209","84045600","23464300","82356500","23407800","F_5213491","17911500","MAD","F locaux","RABII.953","S - stocks","SPOC","51","Echue dans 60 jours"
"661","OCP_20911:22008","L_668119_55006332","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","A4935458","47892500","21881900","22277800","2210970","=_4269878","1745560","MAD","F locaux","KANFAOUI.121","S - stocks","Litige","-13","Echue"
"662","JF8_67631:41895","CDS30403_0210_59051","Port Jorf","JORF B","Fournisseur Y","XX","XX","662","662","?6604844","3302180","1799850","2586340","914794","<_4332408","695320","EUR","F étrangers","SAMAR.8954","M - marché","SPOC","40","Echue dans 60 jours"
"663","OCP_11498:92547","330_0003_565680","Port Jorf","JORF Z","Fournisseur Z","XX","XX","663","663","A1343276","84798800","51709400","60132900","52144600",">_756230","50501700","EUR","F étrangers","RIYAHI.8611","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-1","Echue"
"664","OCP_71740:3995","30_0003_500587","Port Jorf","JORF B","Fournisseur A","XX","XX","664","664","D1507403","26653900","2447640","14677300","10929300","@_870898","9020060","MAD","F locaux","KARAMI.5964","E - Equipement","SPOC","50","Echue dans 60 jours"
"665","JF8_99034:12684","0921_0090_33254481","Port Jorf","JORF Z","Fournisseur B","XX","XX","665","665","?6106868","10084900","1495650","1624480","5449140","B_6611070","1154560","MAD","F locaux","HASSAN.3399","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","34","Echue dans 60 jours"
"666","OCP_47977:6988","322_0117_561358718","Port Jorf","JORF B","Fournisseur C","XX","XX","666","666","@2855259","68521700","5741260","11554700","25669200","B_2991607","24287500","MAD","F locaux","RABII.954","S - stocks","SPOC","11","Echue dans 30 jours"
"671","OCP_33559:23565","B_897212_21659344","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing",">3366679","24824400","7544560","19321400","23044400","C_2984482","18468600","MAD","F locaux","KANFAOUI.122","S - stocks","Litige","11","Echue dans 30 jours"
"672","OCP_42419:68099","CDS30403_0210_59052","Port Jorf","JORF B","Fournisseur Y","XX","XX","672","672","<4181314","53402000","9990130","10170700","28340500","F_4147183","2647960","EUR","F étrangers","SAMAR.8955","M - marché","SPOC","-20","Echue"
"673","JF8_97867:2000","330_0003_565681","Port Jorf","JORF Z","Fournisseur Z","XX","XX","673","673","=3591426","50764600","264856","2016320","33058800","<_890661","13781600","EUR","F étrangers","RIYAHI.8612","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","53","Echue dans 60 jours"
"674","JF8_22604:15120","30_0003_500588","Port Jorf","JORF B","Fournisseur A","XX","XX","674","674","?5087049","41421800","13965200","20806200","14135900","C_1925755","13821600","MAD","F locaux","KARAMI.5965","E - Equipement","SPOC","13","Echue dans 30 jours"
"675","JF8_87622:17300","0921_0090_33254482","Port Jorf","JORF Z","Fournisseur B","XX","XX","675","675","D2468381","2620820","38820","2384300","1866130","=_5599809","1467550","MAD","F locaux","HASSAN.3400","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","29","Echue dans 30 jours"
"676","JF8_82973:89794","322_0117_561358719","Port Jorf","JORF B","Fournisseur X","XX","XX","676","676","?5417747","92109900","28889000","82632900","14050700","=_6448902","4277150","MAD","F locaux","RABII.955","S - stocks","SPOC","-1","Echue"
"681","OCP_12416:83164","A_912233_81283201","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing",">5544764","67568600","846973","3408930","53211300","B_5872859","10747600","MAD","F locaux","KANFAOUI.123","S - stocks","Litige","25","Echue dans 30 jours"
"682","OCP_97964:18647","CDS30403_0210_59053","Port Jorf","JORF B","Fournisseur Y","XX","XX","682","682","D913890","90062200","3117750","6059690","32772700","D_851233","2288160","EUR","F étrangers","SAMAR.8956","M - marché","SPOC","7","Echue dans 7 jours"
